,Tweet,sentimen,clean_link,hapus_punc,substitute_slang,stemming,eliminate_stop_with_stemming,eliminate_stop_without_stemming
42,"rt @diki_romadhoni: retweet please..... \nmenurut anda, paslon mana yang paling pantas memimpin jakarta lima tahun kedepan? #debat2pilkadajk\u2026",1," retweet please..... \nmenurut anda, paslon mana yang paling pantas memimpin jakarta lima tahun kedepan? #debat2pilkadajk\u2026", retweet please nmenurut anda paslon mana yang paling pantas memimpin jakarta lima tahun kedepan debatpilkadajku,retweet please nmenurut anda paslon mana yang paling pantas memimpin jakarta lima tahun kedepan debatpilkadajku,retweet please nmenurut anda paslon mana yang paling pantas pimpin jakarta lima tahun depan debatpilkadajku,retweet please nmenurut paslon pimpin jakarta debatpilkadajku,retweet please nmenurut paslon memimpin jakarta kedepan debatpilkadajku
43,rt @deelestari: momen tak terlupakan #debat2pilkadadki https:\/\/t.co\/ec3lotsk0r,1, momen tak terlupakan #debat2pilkadadki , momen tak terlupakan debatpilkadadki ,momen tak terlupakan debatpilkadadki,momen tak lupa debatpilkadadki,momen lupa debatpilkadadki,momen terlupakan debatpilkadadki
44,"rt @teddygusnaidi: 2. anies dan agus adalah dua orang yg bermimpi semuanya perfect, tdk ada yang salah dan harus menjadi manusia tanpa caca\u2026",1," 2. anies dan agus adalah dua orang yg bermimpi semuanya perfect, tdk ada yang salah dan harus menjadi manusia tanpa caca\u2026",  anies dan agus adalah dua orang yg bermimpi semuanya perfect tdk ada yang salah dan harus menjadi manusia tanpa cacau,anies dan agus adalah dua orang yang bermimpi semuanya perfect tidak ada yang salah dan harus menjadi manusia tanpa cacau,anies dan agus adalah dua orang yang mimpi semua perfect tidak ada yang salah dan harus jadi manusia tanpa cacau,anies agus orang mimpi perfect salah manusia cacau,anies agus orang bermimpi perfect salah manusia cacau
45,rt @teddygusnaidi: 33. inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus &amp,1, 33. inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus &amp,  inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus amp,inilah gambaran yang saya sampaikan sebagai pendidikan politik agar supaya masyarakat tahu siapa agus amp,ini gambar yang saya sampai bagai didik politik agar supaya masyarakat tahu siapa agus amp,gambar didik politik masyarakat agus amp,gambaran pendidikan politik masyarakat agus amp
46,"rt @diki_romadhoni: retweet please..... \nmenurut anda, paslon mana yang paling pantas memimpin jakarta lima tahun kedepan? #debat2pilkadajk\u2026",1," retweet please..... \nmenurut anda, paslon mana yang paling pantas memimpin jakarta lima tahun kedepan? #debat2pilkadajk\u2026", retweet please nmenurut anda paslon mana yang paling pantas memimpin jakarta lima tahun kedepan debatpilkadajku,retweet please nmenurut anda paslon mana yang paling pantas memimpin jakarta lima tahun kedepan debatpilkadajku,retweet please nmenurut anda paslon mana yang paling pantas pimpin jakarta lima tahun depan debatpilkadajku,retweet please nmenurut paslon pimpin jakarta debatpilkadajku,retweet please nmenurut paslon memimpin jakarta kedepan debatpilkadajku
47,rt @dipati_sangga: balik lg ke pekerjaan masing2 lah\n1. balik jadi tentara\n2. balik jadi gubernur\n3. balik jadi motivator #debat2pilkadadki,1, balik lg ke pekerjaan masing2 lah\n1. balik jadi tentara\n2. balik jadi gubernur\n3. balik jadi motivator #debat2pilkadadki, balik lg ke pekerjaan masing lahn balik jadi tentaran balik jadi gubernurn balik jadi motivator debatpilkadadki,balik lagi ke pekerjaan masing lahn balik jadi tentaran balik jadi gubernurn balik jadi motivator debatpilkadadki,balik lagi ke kerja masing lahn balik jadi tentaran balik jadi gubernurn balik jadi motivator debatpilkadadki,kerja lahn tentaran gubernurn motivator debatpilkadadki,pekerjaan lahn tentaran gubernurn motivator debatpilkadadki
48,rt @teddygusnaidi: 33. inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus &amp,1, 33. inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus &amp,  inilah gambaran yg saya sampaikan sebagai pendidikan politik agar supaya masyarakat tau siapa agus amp,inilah gambaran yang saya sampaikan sebagai pendidikan politik agar supaya masyarakat tahu siapa agus amp,ini gambar yang saya sampai bagai didik politik agar supaya masyarakat tahu siapa agus amp,gambar didik politik masyarakat agus amp,gambaran pendidikan politik masyarakat agus amp
49,"rt @teddygusnaidi: 5. tidak bisa dalam waktu 2 tahun hrs membereskan semuanya, karena masih ada yg dalam progres. ini bukan sulap simsalabi\u2026",1," 5. tidak bisa dalam waktu 2 tahun hrs membereskan semuanya, karena masih ada yg dalam progres. ini bukan sulap simsalabi\u2026",  tidak bisa dalam waktu  tahun hrs membereskan semuanya karena masih ada yg dalam progres ini bukan sulap simsalabiu,tidak bisa dalam waktu tahun harus membereskan semuanya karena masih ada yang dalam progres ini bukan sulap simsalabiu,tidak bisa dalam waktu tahun harus beres semua karena masih ada yang dalam progres ini bukan sulap simsalabiu,beres progres sulap simsalabiu,membereskan progres sulap simsalabiu
50,"pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/xheqylmxin #debat2pilkadadki https:\/\/t.co\/zxux6pyljy",0,"pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!...  #debat2pilkadadki ",pilkada dki jakarta harap tidak pilih nomor  bahaya laten komunis  debatpilkadadki ,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis debatpilkadadki,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis debatpilkadadki,pilkada dki jakarta harap pilih nomor bahaya laten komunis debatpilkadadki,pilkada dki jakarta harap pilih nomor bahaya laten komunis debatpilkadadki
51,"rt @desvronitaaa: gitu yg mau jadi pemimpin? udah salah harusnya intropeksi diri, bukan ngacuin jempol kebawah gitu emak sylvii \ud83d\ude02#debat2pil\u2026",0," gitu yg mau jadi pemimpin? udah salah harusnya intropeksi diri, bukan ngacuin jempol kebawah gitu emak sylvii \ud83d\ude02#debat2pil\u2026", gitu yg mau jadi pemimpin udah salah harusnya intropeksi diri bukan ngacuin jempol kebawah gitu emak sylvii uddudedebatpilu,begitu yang mau jadi pemimpin sudah salah harusnya intropeksi diri bukan ngacuin jempol kebawah begitu emak sylvii uddudedebatpilu,begitu yang mau jadi pimpin sudah salah harus intropeksi diri bukan ngacuin jempol bawah begitu emak sylvii uddudedebatpilu,pimpin salah intropeksi ngacuin jempol emak sylvii uddudedebatpilu,pemimpin salah intropeksi ngacuin jempol kebawah emak sylvii uddudedebatpilu
52,rt @teddygusnaidi: 27. kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin. 10 tahun masih banyak yang miskin,0, 27. kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin. 10 tahun masih banyak yang miskin,  kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin  tahun masih banyak yang miskin,kalau gunakan fantasi agus maka agus bisa menuding bahwa surabaya tidak beres memimpin tahun masih banyak yang miskin,kalau guna fantasi agus maka agus bisa tuding bahwa surabaya tidak beres pimpin tahun masih banyak yang miskin,fantasi agus agus tuding surabaya beres pimpin miskin,fantasi agus agus menuding surabaya beres memimpin miskin
53,"rt @teddygusnaidi: 28. kalau gunakan fantasi anies, maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart",0," 28. kalau gunakan fantasi anies, maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart",  kalau gunakan fantasi anies maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart,kalau gunakan fantasi anies maka anies bisa menuding bahwa ali sadikin bapaknya boy sadikin tidak beres memimpin jakart,kalau guna fantasi anies maka anies bisa tuding bahwa ali sadikin bapak boy sadikin tidak beres pimpin jakart,fantasi anies anies tuding ali sadikin boy sadikin beres pimpin jakart,fantasi anies anies menuding ali sadikin bapaknya boy sadikin beres memimpin jakart
54,"rt @teddygusnaidi: yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ",0," yang dikiri dia pikir dia ariel, yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 ", yang dikiri dia pikir dia ariel yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau hahahau ,yang dikiri dia pikir dia ariel yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tahu hahahau,yang kiri dia pikir dia ariel yang tengah dia pikir dia orangtua dan yang kan dia pikir dia tahu hahahau,kiri pikir ariel pikir orangtua pikir hahahau,dikiri pikir ariel ditengah pikir orangtua dikanan pikir hahahau
55,rt @elyakin4: saya kaget lihat jempol bu silvy kebawah saat dengar penjelasan paslon 2. emang hrs gitu ya bu silvy? kayak preman.\u2026 ,0, saya kaget lihat jempol bu silvy kebawah saat dengar penjelasan paslon 2. emang hrs gitu ya bu silvy? kayak preman.\u2026 , saya kaget lihat jempol bu silvy kebawah saat dengar penjelasan paslon  emang hrs gitu ya bu silvy kayak premanu ,saya kaget lihat jempol bu silvy kebawah saat dengar penjelasan paslon memang harus begitu ya bu silvy kayak premanu,saya kaget lihat jempol bu silvy bawah saat dengar jelas paslon memang harus begitu ya bu silvy kayak premanu,kaget lihat jempol bu silvy dengar paslon ya bu silvy kayak premanu,kaget lihat jempol bu silvy kebawah dengar penjelasan paslon ya bu silvy kayak premanu
56,rt @erixputra: #debat2pilkadadki knp sylviana mengacungkan jempol kebawah? bicara panjang lebar tanpa ada pertanyaan?\n\nkarena cewek tidak p\u2026,0, #debat2pilkadadki knp sylviana mengacungkan jempol kebawah? bicara panjang lebar tanpa ada pertanyaan?\n\nkarena cewek tidak p\u2026, debatpilkadadki knp sylviana mengacungkan jempol kebawah bicara panjang lebar tanpa ada pertanyaannnkarena cewek tidak pu,debatpilkadadki kenapa sylviana mengacungkan jempol kebawah bicara panjang lebar tanpa ada pertanyaannkarena cewek tidak punya,debatpilkadadki kenapa sylviana acung jempol bawah bicara panjang lebar tanpa ada pertanyaannkarena cewek tidak punya,debatpilkadadki sylviana acung jempol bicara lebar pertanyaannkarena cewek,debatpilkadadki sylviana mengacungkan jempol kebawah bicara lebar pertanyaannkarena cewek
57,rt @arifahelfishy: nurunin jempol kebawah ya tadi wkwkww attitude nya mana ya? #debat2pilkadadki,0, nurunin jempol kebawah ya tadi wkwkww attitude nya mana ya? #debat2pilkadadki, nurunin jempol kebawah ya tadi wkwkww attitude nya mana ya debatpilkadadki,nurunin jempol kebawah ya tadi wkwkww attitude nya mana ya debatpilkadadki,nurunin jempol bawah ya tadi wkwkww attitude nya mana ya debatpilkadadki,nurunin jempol ya wkwkww attitude nya ya debatpilkadadki,nurunin jempol kebawah ya wkwkww attitude nya ya debatpilkadadki
58,rt @pbenyw: ipm di dki tertinggi berdasar data bps. bagaimana mas @aniesbaswedan ? cc @basuki_btp \n#debat2pilkadadki https:\/\/t.co\/54celjudqc,1, ipm di dki tertinggi berdasar data bps. bagaimana mas  ? cc  \n#debat2pilkadadki , ipm di dki tertinggi berdasar data bps bagaimana mas   cc  ndebatpilkadadki ,ipm di dki tertinggi berdasar data bps bagaimana mas cc ndebatpilkadadki,ipm di dki tinggi dasar data bps bagaimana mas cc ndebatpilkadadki,ipm dki dasar data bps mas cc ndebatpilkadadki,ipm dki tertinggi berdasar data bps mas cc ndebatpilkadadki
59,rt @zul_hasan: sebelum debat kompak dukung agus - sylvi. setelah #debat2pilkadadki makin solid dukung @agussylvidki || @sohibahy\u2026 ,1, sebelum debat kompak dukung agus - sylvi. setelah #debat2pilkadadki makin solid dukung  ||  , sebelum debat kompak dukung agus  sylvi setelah debatpilkadadki makin solid dukung    ,sebelum debat kompak dukung agus sylvi setelah debatpilkadadki makin solid dukung,belum debat kompak dukung agus sylvi telah debatpilkadadki makin solid dukung,debat kompak dukung agus sylvi debatpilkadadki solid dukung,debat kompak dukung agus sylvi debatpilkadadki solid dukung
60,rt @ponakannyaom: paslon 3 masih berbicara seperti anime naruto dan bleach\n\nbanyak filler\n\n#debat2pilkadadki,0, paslon 3 masih berbicara seperti anime naruto dan bleach\n\nbanyak filler\n\n#debat2pilkadadki, paslon  masih berbicara seperti anime naruto dan bleachnnbanyak fillernndebatpilkadadki,paslon masih berbicara seperti anime naruto dan bleachnnbanyak fillernndebatpilkadadki,paslon masih bicara seperti anime naruto dan bleachnnbanyak fillernndebatpilkadadki,paslon bicara anime naruto bleachnnbanyak fillernndebatpilkadadki,paslon berbicara anime naruto bleachnnbanyak fillernndebatpilkadadki
61,rt @ariearie_14: debat kok saling menjatuhkan ki pie? dua dua nya nyerang. eh malah bertengkar sendiri. (yg di serang melerai) *ngakak \ud83d\ude04\n#d\u2026,0, debat kok saling menjatuhkan ki pie? dua dua nya nyerang. eh malah bertengkar sendiri. (yg di serang melerai) *ngakak \ud83d\ude04\n#d\u2026, debat kok saling menjatuhkan ki pie dua dua nya nyerang eh malah bertengkar sendiri yg di serang melerai ngakak uddudendu,debat kok saling menjatuhkan ki pie dua dua nya menyerang eh malah bertengkar sendiri yang di serang melerai mengakak uddudendu,debat kok saling jatuh ki pie dua dua nya serang eh malah tengkar sendiri yang di serang lerai akak uddudendu,debat jatuh ki pie nya serang eh tengkar serang lerai akak uddudendu,debat menjatuhkan ki pie nya menyerang eh bertengkar serang melerai mengakak uddudendu
62,pdip sengaja becah belah rakyat warga dki tidak pilih ahok!! janji calon gubernur soal pembang... https:\/\/t.co\/dduvvxek1c #debat2pilkadadki,0,pdip sengaja becah belah rakyat warga dki tidak pilih ahok!! janji calon gubernur soal pembang...  #debat2pilkadadki,pdip sengaja becah belah rakyat warga dki tidak pilih ahok janji calon gubernur soal pembang  debatpilkadadki,pdip sengaja becah belah rakyat warga dki tidak pilih ahok janji calon gubernur soal pembang debatpilkadadki,pdip sengaja becah belah rakyat warga dki tidak pilih ahok janji calon gubernur soal bang debatpilkadadki,pdip sengaja becah belah rakyat warga dki pilih ahok janji calon gubernur bang debatpilkadadki,pdip sengaja becah belah rakyat warga dki pilih ahok janji calon gubernur pembang debatpilkadadki
63,rt @imadya: anies semakin terlihat aslinya. masyarakat sudah cerdas tidak mudah dibohongi dengan opini2nya yang mengelabui data #debat2pilk\u2026,0, anies semakin terlihat aslinya. masyarakat sudah cerdas tidak mudah dibohongi dengan opini2nya yang mengelabui data #debat2pilk\u2026, anies semakin terlihat aslinya masyarakat sudah cerdas tidak mudah dibohongi dengan opininya yang mengelabui data debatpilku,anies semakin terlihat aslinya masyarakat sudah cerdas tidak mudah dibohongi dengan opininya yang mengelabui data debatpilku,anies makin lihat asli masyarakat sudah cerdas tidak mudah bohong dengan opini yang kelabu data debatpilku,anies lihat asli masyarakat cerdas mudah bohong opini kelabu data debatpilku,anies aslinya masyarakat cerdas mudah dibohongi opininya mengelabui data debatpilku
64,@gunromli mgk sebaiknya @aniesbaswedan siap2 beli tiket pswt pulang ke kampung nenek moyangnya di a**b sana..\ud83d\ude02\ud83d\ude05\u270c\ufe0f\ufe0f #debat2pilkadadki,0, mgk sebaiknya  siap2 beli tiket pswt pulang ke kampung nenek moyangnya di a**b sana..\ud83d\ude02\ud83d\ude05\u270c\ufe0f\ufe0f #debat2pilkadadki, mgk sebaiknya  siap beli tiket pswt pulang ke kampung nenek moyangnya di ab sanauddudeuddudeucufefufef debatpilkadadki,mungkin sebaiknya siap beli tiket pswt pulang ke kampung nenek moyangnya di ab sanauddudeuddudeucufefufef debatpilkadadki,mungkin baik siap beli tiket pswt pulang ke kampung nenek moyang di ab sanauddudeuddudeucufefufef debatpilkadadki,beli tiket pswt pulang kampung nenek moyang ab sanauddudeuddudeucufefufef debatpilkadadki,beli tiket pswt pulang kampung nenek moyangnya ab sanauddudeuddudeucufefufef debatpilkadadki
65,rt @teddygusnaidi: terbukti ucapan ahok bhw kementerian @aniesbaswedan dapat raport paling buruk. di peringkat 22. #debat2pilkadadki \nhttps\u2026,0, terbukti ucapan ahok bhw kementerian  dapat raport paling buruk. di peringkat 22. #debat2pilkadadki \n, terbukti ucapan ahok bhw kementerian  dapat raport paling buruk di peringkat  debatpilkadadki n,terbukti ucapan ahok bahwa kementerian dapat raport paling buruk di peringkat debatpilkadadki n,bukti ucap ahok bahwa menteri dapat raport paling buruk di peringkat debatpilkadadki n,bukti ahok menteri raport buruk peringkat debatpilkadadki n,terbukti ucapan ahok kementerian raport buruk peringkat debatpilkadadki n
66,rt @mrtampi: agus makin santai.\nahok makin santun.\nanies makin esmosi.\n\nimho.\n#debat2pilkadadki,0, agus makin santai.\nahok makin santun.\nanies makin esmosi.\n\nimho.\n#debat2pilkadadki, agus makin santainahok makin santunnanies makin esmosinnimhondebatpilkadadki,agus makin santainahok makin santunnanies makin esmosinnimhondebatpilkadadki,agus makin santainahok makin santunnanies makin esmosinnimhondebatpilkadadki,agus santainahok santunnanies esmosinnimhondebatpilkadadki,agus santainahok santunnanies esmosinnimhondebatpilkadadki
67,"pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/nxowqxyhfy #debat2pilkadadki https:\/\/t.co\/7oaurnmatd",0,"pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!...  #debat2pilkadadki ",pilkada dki jakarta harap tidak pilih nomor  bahaya laten komunis  debatpilkadadki ,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis debatpilkadadki,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis debatpilkadadki,pilkada dki jakarta harap pilih nomor bahaya laten komunis debatpilkadadki,pilkada dki jakarta harap pilih nomor bahaya laten komunis debatpilkadadki
